gtdb_species_clade_id	GTDB_taxonomy	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	no_genomes	no_core	no_aux_genome	no_gene_clusters	phb_status	phb_genes_str	phaC_is_core	phaC_is_aux	has_phaC	has_complete_pathway
s__XYD1-FULL-39-28_sp903835075--GB_GCA_903835075.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__XYD1-FULL-39-28	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	XYD1-FULL-39-28	3	753	95	848	absent				0	0
s__Companilactobacillus_alimentarius--RS_GCF_002849895.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	3	2227	54	2281	precursors_only	phaA			0	0
s__Dyadobacter_sp023822005--RS_GCF_023822005.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	3	4798	1235	6033	precursors_only	phaA,phaB			0	0
s__UBA11606_sp018699415--GB_GCA_018699415.1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__UBA11606	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA11606	UBA11606	3	2745	2254	4999	precursors_only	phaA			0	0
s__SMWZ01_sp004356455--GB_GCA_004356455.1	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__SMWZ01	Myxococcota_A	UBA9160	SZUA-336	SZUA-336	SMWZ01	3	2137	2468	4605	precursors_only	phaA			0	0
s__Streptomyces_sp013361925--GB_GCA_013361925.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	3	2994	9524	12518	complete	phaA,phaC,phaP	False	True	1	1
s__Bacteroides_sp900556215--RS_GCF_902364365.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	2	3889	2631	6520	precursors_only	phaB			0	0
s__CAIWHF01_sp903912405--GB_GCA_903912405.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__CAIWHF01	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	CAIWHF01	3	1392	1422	2814	precursors_only	phaA			0	0
s__Nocardioides_kongjuensis--RS_GCF_013409625.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides	Actinomycetota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	3	4726	1199	5925	complete	phaA,phaC,phaP	True	False	1	1
s__CAG-873_sp009775265--GB_GCA_009775265.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	3	1649	821	2470	absent				0	0
s__UMGS1474_sp900547105--GB_GCA_900547105.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1474	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1474	3	1591	795	2386	absent				0	0
s__Chlorobium_sp903851385--GB_GCA_903851385.1	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	3	1860	2244	4104	absent				0	0
s__Oceanobacillus_jeddahense--RS_GCF_000750635.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Oceanobacillus	2	4134	1638	5772	precursors_only	phaA			0	0
s__Aequorivita_sinensis--RS_GCF_006346335.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	3	2273	1585	3858	precursors_only	phaA,phaB			0	0
s__Eubacterium_G_sp002369135--GB_GCA_002369135.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	3	756	886	1642	precursors_only	phaA			0	0
s__UBA8316_sp002390455--GB_GCA_002390455.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	3	1219	1485	2704	absent				0	0
s__JADKJP01_sp016720935--GB_GCA_016720935.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__JADKJP01	Bacteroidota	Bacteroidia	AKYH767-A	2013-40CM-41-45	JADKJP01	3	2804	2726	5530	precursors_only	phaA,phaB			0	0
s__Flavobacterium_nitrogenifigens--RS_GCF_003254565.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	3	4511	303	4814	precursors_only	phaA,phaB			0	0
s__Legionella_wadsworthii--RS_GCF_000701265.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	3	3131	107	3238	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__UBA6669_sp903862595--GB_GCA_903862595.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA6669	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	UBA6669	3	1906	2772	4678	precursors_only	phaA			0	0
s__IGN3_sp020722045--GB_GCA_020722045.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN3	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	IGN3	3	1838	1963	3801	precursors_only	phaA			0	0
s__UBA3855_sp017521325--GB_GCA_017521325.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA3855	3	1238	2320	3558	absent				0	0
s__Corynebacterium_sp024834055--RS_GCF_024834055.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	3	1764	195	1959	absent				0	0
s__UBA3282_sp023663085--GB_GCA_023663085.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3282	3	2260	1862	4122	precursors_only	phaA			0	0
s__Paenibacillus_A_faecis--RS_GCF_008084145.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	3	4740	1781	6521	precursors_only	phaA			0	0
s__UBA2201_sp002327305--GB_GCA_002327305.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA2201;f__UBA2201;g__UBA2201	Acidobacteriota	Thermoanaerobaculia	UBA2201	UBA2201	UBA2201	3	2141	1782	3923	precursors_only	phaA			0	0
s__VBCG01_sp016704895--GB_GCA_016704895.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	VBCG01	3	2129	4900	7029	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__UBA12574_sp002712305--GB_GCA_002712305.1	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574	Latescibacterota	UBA2968	UBA8231	UBA8231	UBA12574	3	2028	4834	6862	precursors_only	phaA			0	0
s__SKOM01_sp003562535--GB_GCA_003562535.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__SKOM01	Pseudomonadota	Gammaproteobacteria	Competibacterales	Competibacteraceae	SKOM01	3	890	2743	3633	complete	phaA,phaB,phaC	True	True	1	1
s__AcAMD-2_sp000754455--GB_GCA_000754455.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__UBA12327;g__AcAMD-2	Actinomycetota	Actinomycetia	Nanopelagicales	UBA12327	AcAMD-2	2	697	1322	2019	precursors_only	phaA			0	0
s__Yimella_lutea--RS_GCF_006715095.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Yimella	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	Yimella	3	2427	1809	4236	precursors_only	phaA			0	0
s__MAG-120802_sp010032085--GB_GCA_010032085.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802	Actinomycetota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	MAG-120802	3	748	2096	2844	precursors_only	phaA,phaB			0	0
s__C00003106_sp001751015--GB_GCA_001751015.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003106;g__C00003106	Desulfobacterota	Desulfobacteria	C00003060	C00003106	C00003106	3	814	2673	3487	absent				0	0
s__Ventrenecus_avicola--GB_GCA_018711945.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Ventrenecus	Bacillota	Bacilli	RF39	UBA660	Ventrenecus	3	945	1400	2345	absent				0	0
s__Ruminiclostridium_E_sp002437415--GB_GCA_002437415.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	3	1643	1279	2922	absent				0	0
s__CAG-791_sp902801415--GB_GCA_902801415.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	3	1125	2674	3799	precursors_only	phaA			0	0
s__CACNXQ01_sp902624455--GB_GCA_902624455.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CACNXQ01	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	AG-422-B15	CACNXQ01	3	541	1235	1776	precursors_only	phaA,phaB			0	0
s__Acetobacter_cibinongensis--RS_GCF_000963925.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	3	2305	1272	3577	accessory_only	phaP			0	0
s__Streptococcus_mitis_AX--RS_GCF_007475365.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	3	1662	386	2048	precursors_only	phaA			0	0
s__Dyadobacter_sp022869785--RS_GCF_022869785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	3	4998	2296	7294	precursors_only	phaA,phaB			0	0
s__Mucilaginibacter_phyllosphaerae--RS_GCF_004378255.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	2	3890	42	3932	precursors_only	phaA			0	0
s__Hyphomonas_pacifica--RS_GCF_000682675.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	3	2890	1119	4009	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Natrinema_gari--RS_GCF_000337175.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	3	3172	1537	4709	complete	phaA,phaC	True	False	1	1
s__Streptomyces_tibetensis--RS_GCF_007655005.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	2	7953	69	8022	precursors_only	phaA,phaB,phaP			0	0
s__OLB19_sp001781415--GB_GCA_001781415.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19	Patescibacteria	Paceibacteria	UBA9983_A	UBA918	OLB19	3	929	98	1027	absent				0	0
s__UBA966_sp002292895--GB_GCA_002292895.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA966	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA966	3	585	3158	3743	precursors_only	phaA			0	0
s__Clostridium_Q_sp009911305--GB_GCA_009911305.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	3	2469	2681	5150	precursors_only	phaA			0	0
s__UBA868_sp016776875--GB_GCA_016776875.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868	Pseudomonadota	Gammaproteobacteria	Arenicellales	UBA868	UBA868	3	925	2418	3343	complete	phaA,phaB,phaC	True	True	1	1
s__Halopseudomonas_laoshanensis--RS_GCF_008365385.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	3	2421	2362	4783	complete	phaA,phaC	True	True	1	1
s__Aphodocola_sp900772415--GB_GCA_900772415.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola	Bacillota	Bacilli	RF39	UBA660	Aphodocola	3	857	661	1518	absent				0	0
s__CAG-115_sp002492075--GB_GCA_002492075.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	2	1464	2440	3904	absent				0	0
s__Variovorax_beijingensis--RS_GCF_003951285.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Variovorax	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Variovorax	3	4840	3349	8189	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__VXMF01_sp009838515--GB_GCA_009838515.1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__UBA6623;g__VXMF01	Acidobacteriota	Terriglobia	Bryobacterales	UBA6623	VXMF01	3	4034	1443	5477	precursors_only	phaA			0	0
s__UBA9934_sp018896835--GB_GCA_018896835.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__UBA9934;g__UBA9934	Patescibacteria	ABY1	SG8-24	UBA9934	UBA9934	3	524	750	1274	absent				0	0
s__Neochlamydia_sp011087585--RS_GCF_011087585.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	3	1461	865	2326	accessory_only	phaP			0	0
s__Pseudomonas_E_nabeulensis--RS_GCF_004682045.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	3	4869	2082	6951	complete	phaA,phaC,phaP	True	False	1	1
s__UBA7185_sp900556545--GB_GCA_900556545.1	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185	Bacillota_B	Peptococcia	Peptococcales	Peptococcaceae	UBA7185	3	1292	2890	4182	absent				0	0
s__Lacticaseibacillus_hegangensis--RS_GCF_003946465.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	3	1647	1590	3237	precursors_only	phaA,phaP			0	0
s__UBA1547_sp903952435--GB_GCA_903952435.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA1547	UBA1547	3	627	97	724	accessory_only	phaP			0	0
s__Rhodoferax_sp903906695--GB_GCA_903906695.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Rhodoferax	3	2893	3104	5997	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Prochlorococcus_A_sp902572075--GB_GCA_902572075.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	3	332	1790	2122	absent				0	0
s__RUG13038_sp902801825--GB_GCA_902801825.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG13038	Bacillota	Bacilli	RF39	UBA660	RUG13038	2	733	405	1138	absent				0	0
s__2-12-FULL-45-10_sp001777995--GB_GCA_001777995.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__XYC2-FULL-47-12;g__2-12-FULL-45-10	Patescibacteria	ABY1	BM507	XYC2-FULL-47-12	2-12-FULL-45-10	3	454	720	1174	absent				0	0
s__S36-B12_sp012103605--GB_GCA_012103605.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__S36-B12	Actinomycetota	Actinomycetia	Nanopelagicales	S36-B12	S36-B12	3	918	2428	3346	precursors_only	phaA			0	0
s__Terrimesophilobacter_sp017306245--GB_GCA_017306245.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Terrimesophilobacter	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Terrimesophilobacter	3	1875	1386	3261	precursors_only	phaA			0	0
s__Limimorpha_sp902785755--GB_GCA_902785755.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	3	1685	3134	4819	absent				0	0
s__AG-422-B15_sp902570675--GB_GCA_902570675.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__AG-422-B15	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	AG-422-B15	AG-422-B15	3	417	1194	1611	precursors_only	phaA,phaB			0	0
s__Limimorpha_sp900542475--GB_GCA_900542475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	3	1411	835	2246	absent				0	0
s__Lawsonibacter_sp900549405--GB_GCA_900549405.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	3	1234	1727	2961	precursors_only	phaA,phaP			0	0
s__UBA8471_sp001871535--GB_GCA_001871535.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__UBA8471;g__UBA8471	Micrarchaeota	Micrarchaeia	Anstonellales	UBA8471	UBA8471	3	832	759	1591	precursors_only	phaA			0	0
s__UMGS1994_sp900556975--GB_GCA_900556975.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994	Bacillota_A	Clostridia	TANB77	CAG-508	UMGS1994	3	1147	806	1953	absent				0	0
s__Rhodococcus_sp012844225--RS_GCF_012844225.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	3	3632	1181	4813	complete	phaA,phaC	True	False	1	1
s__MGIIb-N2_sp002497905--GB_GCA_002497905.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N2	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N2	2	969	991	1960	precursors_only	phaA			0	0
s__UBA4644_sp002405755--GB_GCA_002405755.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	UBA4644	3	1003	1372	2375	precursors_only	phaA			0	0
s__RAAP-2_sp021837305--GB_GCA_021837305.1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2	Actinomycetota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	3	574	2678	3252	precursors_only	phaA,phaP			0	0
s__Gilliamella_apicola_F--RS_GCF_001693755.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Gilliamella	3	1737	1082	2819	precursors_only	phaA,phaP			0	0
s__Kordiimonas_lacus--RS_GCF_001550055.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__Kordiimonas	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae	Kordiimonas	3	3228	1123	4351	complete	phaA,phaB,phaC	True	False	1	1
s__MPNP01_sp022823605--GB_GCA_022823605.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MPNP01	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	MPNP01	3	1925	1168	3093	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__CAILMK01_sp903829945--GB_GCA_903829945.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAILMK01;f__CAILMK01;g__CAILMK01	Bacteroidota	Bacteroidia	CAILMK01	CAILMK01	CAILMK01	3	2371	398	2769	precursors_only	phaA,phaB			0	0
s__UBA11891_sp003533785--GB_GCA_003533785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA11891	3	752	1518	2270	precursors_only	phaA			0	0
s__O-77_sp013177315--RS_GCF_013177315.1	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__O-77	Cyanobacteriota	Cyanobacteriia	Elainellales	Elainellaceae	O-77	3	3350	2328	5678	absent				0	0
s__Streptomyces_virginiae_A--RS_GCF_000716685.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	3	5796	5990	11786	precursors_only	phaA,phaB,phaP			0	0
s__UBA1711_sp902784865--GB_GCA_902784865.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	3	1605	885	2490	absent				0	0
s__Convivina_sp933208495--RS_GCF_933208495.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Convivina	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Convivina	3	1437	215	1652	precursors_only	phaA			0	0
s__Methylobacterium_sp001423265--RS_GCF_001423265.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	3	3586	1179	4765	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__JAHJIX01_sp018823045--GB_GCA_018823045.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__JAHJIX01	Patescibacteria	ABY1	Magasanikbacterales	UBA922	JAHJIX01	3	985	572	1557	absent				0	0
s__Streptococcus_sp900550895--RS_GCF_019685515.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	3	1107	1477	2584	precursors_only	phaA			0	0
s__UBA4951_sp900542595--GB_GCA_900542595.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	3	744	591	1335	absent				0	0
s__Pseudomonas_E_alcaliphila--RS_GCF_900101755.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	3	3242	3481	6723	complete	phaA,phaC,phaP	True	True	1	1
s__MWEH01_sp002070965--GB_GCA_002070965.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__DTU072;g__MWEH01	Bacillota_A	Clostridia	Christensenellales	DTU072	MWEH01	3	1056	1788	2844	precursors_only	phaA			0	0
s__Neisseria_weixii--RS_GCF_002327085.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	3	1733	2057	3790	absent				0	0
