orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
azobra	AZOBR_RS03935	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS27225	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS28310	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
psRCH2	GFF3805	3970	5352	4787.333333333333	1382	0	0	False	False	4581	4568	5352	4997	5256	3970
Btheta	351763	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Ddia6719	HGI48_RS07205	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
Btheta	351956	4289	5140	4695.666666666667	851	0	0	False	False	4581	4766	4470	5140	4289	4928
BFirm	BPHYT_RS28295	3970	5352	4472.333333333333	1382	0	0	False	False	4624	4568	5352	4031	4289	3970
HerbieS	HSERO_RS11970	3750	5401	4519.333333333333	1651	0	0	False	False	4624	4309	5401	4743	4289	3750
Pedo557	CA265_RS13055	3750	5401	4519.333333333333	1651	0	0	False	False	4624	4309	5401	4743	4289	3750
PV4	5208737	4357	5135	4725.666666666667	778	0	0	False	False	4634	4760	4666	5135	4357	4802
Pedo557	CA265_RS22420	3852	5523	4493.5	1671	0	0	False	False	4634	4565	5523	4022	4365	3852
Dino	3606799	4357	5135	4725.666666666667	778	0	0	False	False	4634	4760	4666	5135	4357	4802
BFirm	BPHYT_RS25725	3852	5523	4493.5	1671	0	0	False	False	4634	4565	5523	4022	4365	3852
pseudo6_N2E2	Pf6N2E2_131	3852	5523	4493.5	1671	0	0	False	False	4634	4565	5523	4022	4365	3852
Dino	3610797	4357	5135	4725.666666666667	778	0	0	False	False	4634	4760	4666	5135	4357	4802
RalstoniaGMI1000	RS_RS09310	4357	5135	4725.666666666667	778	0	0	False	False	4634	4760	4666	5135	4357	4802
Cup4G11	RR42_RS12735	4357	5135	4725.666666666667	778	0	0	False	False	4634	4760	4666	5135	4357	4802
PS	Dsui_0207	2379	7126	4341.5	4747	0	0	False	False	4642	4028	7126	3509	4365	2379
pseudo6_N2E2	Pf6N2E2_657	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
RalstoniaUW163	UW163_RS00070	4371	5128	4707.5	757	0	0	False	False	4643	4737	4814	5128	4371	4552
Caulo	CCNA_03559	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
azobra	AZOBR_RS25955	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
acidovorax_3H11	Ac3H11_1368	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
HerbieS	HSERO_RS13210	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
azobra	AZOBR_RS07310	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
RalstoniaBSBF1503	RALBFv3_RS24640	4177	5570	4653.833333333333	1393	0	0	False	False	4643	4855	4279	4177	4399	5570
acidovorax_3H11	Ac3H11_3394	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
azobra	AZOBR_RS12820	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
Korea	Ga0059261_3047	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
MR1	370294	4302	6510	5065.166666666667	2208	0	0	False	False	4660	4666	5175	5078	6510	4302
Cup4G11	RR42_RS26830	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
WCS417	GFF4332	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
BFirm	BPHYT_RS23745	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
Dda3937	DDA3937_RS23510	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
PV4	5209269	3757	5778	4519.333333333333	2021	0	0	False	False	4643	4552	5778	4015	4371	3757
azobra	AZOBR_RS04320	3443	6487	4906.166666666667	3044	0	0	False	False	4643	5073	3443	5420	4371	6487
Burk376	H281DRAFT_03250	3963	5385	4548.0	1422	0	0	False	False	4660	4223	3963	4686	4371	5385
Keio	16930	4581	6960	5146.666666666667	2379	0	0	False	False	4660	4737	4814	5128	6960	4581
Keio	17657	4581	6960	5146.666666666667	2379	0	0	False	False	4660	4737	4814	5128	6960	4581
DvH	207042	3443	6487	5016.0	3044	0	0	False	False	4660	5073	3443	5420	5013	6487
Magneto	AMB_RS24710	3723	5707	4614.166666666667	1984	0	0	False	False	4660	4388	3723	4836	4371	5707
psRCH2	GFF1245	4276	5570	4981.5	1294	0	0	False	False	4660	4855	4276	5218	5310	5570
Marino	GFF830	3443	6487	5016.0	3044	0	0	False	False	4660	5073	3443	5420	5013	6487
Keio	15576	4581	6960	5146.666666666667	2379	0	0	False	False	4660	4737	4814	5128	6960	4581
Marino	GFF93	3443	6487	5016.0	3044	0	0	False	False	4660	5073	3443	5420	5013	6487
Keio	15578	4581	6960	5146.666666666667	2379	0	0	False	False	4660	4737	4814	5128	6960	4581
Marino	GFF2306	3443	6487	5016.0	3044	0	0	False	False	4660	5073	3443	5420	5013	6487
SB2B	6938134	3924	5927	4738.0	2003	0	0	False	False	4660	4155	5115	4647	5927	3924
pseudo5_N2C3_1	AO356_21145	4279	6126	5118.833333333333	1847	0	0	False	False	4660	4855	4279	5223	6126	5570
DvH	208649	3443	6487	5016.0	3044	0	0	False	False	4660	5073	3443	5420	5013	6487
Miya	8501292	3818	4660	4342.0	842	0	0	False	False	4660	4247	4599	3818	4371	4357
Phaeo	GFF3902	3479	6487	4937.666666666667	3008	0	0	False	False	4676	5119	3479	5465	4400	6487
BFirm	BPHYT_RS00045	3209	5903	4532.0	2694	0	0	False	False	4676	4270	5903	4732	4402	3209
HerbieS	HSERO_RS24035	4400	5197	4770.333333333333	797	0	0	False	False	4676	4824	4597	5197	4400	4928
Marino	GFF1415	4226	5253	4820.5	1027	0	0	False	False	4679	4636	5253	5046	5083	4226
MR1	202129	4302	6547	5091.166666666667	2245	0	0	False	False	4680	4700	5207	5111	6547	4302
Koxy	BWI76_RS11420	4680	5806	5012.666666666667	1126	0	0	False	False	4680	4833	4701	5200	5806	4856
Pedo557	CA265_RS17890	3291	5316	4231.0	2025	0	0	False	False	4682	4017	5316	3291	4409	3671
PS	Dsui_2093	2802	5590	4339.333333333333	2788	0	0	False	False	4682	4614	5590	2802	4403	3945
Smeli	SMa5005	3573	5587	4692.5	2014	0	0	False	False	4682	4121	5579	4613	5587	3573
Burk376	H281DRAFT_04428	3291	5316	4231.0	2025	0	0	False	False	4682	4017	5316	3291	4409	3671
RalstoniaBSBF1503	RALBFv3_RS13465	3216	6215	4449.833333333333	2999	0	0	False	False	4682	4517	6215	3666	4403	3216
Burk376	H281DRAFT_06423	3430	5027	4324.166666666667	1597	0	0	False	False	4682	4223	5027	3430	4409	4174
Smeli	SMa1139	3573	5587	4692.5	2014	0	0	False	False	4682	4121	5579	4613	5587	3573
SyringaeB728a_mexBdelta	Psyr_1460	3828	4682	4371.833333333333	854	0	0	False	False	4682	4283	4678	3828	4403	4357
pseudo13_GW456_L13	PfGW456L13_2907	3338	5806	4662.166666666667	2468	0	0	False	False	4682	4614	5588	3338	5806	3945
pseudo6_N2E2	Pf6N2E2_2664	2814	5579	4195.333333333333	2765	0	0	False	False	4682	4121	5579	2814	4403	3573
pseudo13_GW456_L13	PfGW456L13_1951	3338	5806	4662.166666666667	2468	0	0	False	False	4682	4614	5588	3338	5806	3945
pseudo1_N1B4	Pf1N1B4_3114	4120	5976	4841.333333333333	1856	0	0	False	False	4693	4737	5086	4120	5976	4436
pseudo1_N1B4	Pf1N1B4_4808	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_732	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_2323	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_5775	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_3315	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_1237	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
pseudo1_N1B4	Pf1N1B4_1957	4143	5976	5160.666666666667	1833	0	0	False	False	4693	4981	4143	5311	5976	5860
WCS417	GFF2110	3343	5783	4486.5	2440	0	0	False	False	4701	4091	5783	4587	4414	3343
Ponti	CA264_01355	3775	5793	4528.666666666667	2018	0	0	False	False	4702	4609	5793	3879	4414	3775
Smeli	SMc00655	3775	5797	4924.166666666667	2022	0	0	False	False	4702	4611	5797	5031	5629	3775
Smeli	SMc04310	3775	5797	4924.166666666667	2022	0	0	False	False	4702	4611	5797	5031	5629	3775
azobra	AZOBR_RS00335	3956	5350	4612.5	1394	0	0	False	False	4705	4404	5350	4841	4419	3956
ANA3	7025021	3152	5901	4474.5	2749	0	0	False	False	4705	4087	5901	4584	4418	3152
ANA3	7023399	3681	5924	4534.666666666667	2243	0	0	False	False	4705	4608	5924	3871	4419	3681
MR1	10942670	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
RalstoniaPSI07	RPSI07_RS22665	4027	5421	4682.5	1394	0	0	False	False	4708	4916	4602	4027	4421	5421
RalstoniaBSBF1503	RALBFv3_RS10655	4027	5421	4682.5	1394	0	0	False	False	4708	4916	4602	4027	4421	5421
RalstoniaBSBF1503	RALBFv3_RS23600	4027	5421	4682.5	1394	0	0	False	False	4708	4916	4602	4027	4421	5421
MR1	200178	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	2200915	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
Putida	PP_5438	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	199240	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	201361	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	10942734	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	10942735	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	202589	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
RalstoniaUW163	UW163_RS02925	4027	5421	4682.5	1394	0	0	False	False	4708	4916	4602	4027	4421	5421
MR1	200296	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
MR1	199611	4602	6567	5246.833333333333	1965	0	0	False	False	4708	4916	4602	5267	6567	5421
Smeli	SMc05007	4617	5669	5102.166666666667	1052	0	0	False	False	4723	4916	4617	5267	5669	5421
Miya	8502111	3741	6238	4755.166666666667	2497	0	0	False	False	4723	5126	3741	4282	4421	6238
Dyella79	N515DRAFT_3482	3741	6238	4755.166666666667	2497	0	0	False	False	4723	5126	3741	4282	4421	6238
RalstoniaBSBF1503	RALBFv3_RS13575	3728	5467	4386.166666666667	1739	0	0	False	False	4723	4198	5467	3780	4421	3728
Btheta	353817	4345	4811	4560.666666666667	466	0	0	False	False	4723	4345	4592	4811	4421	4472
Burk376	H281DRAFT_00367	3741	6238	4755.166666666667	2497	0	0	False	False	4723	5126	3741	4282	4421	6238
Smeli	SMc00193	4617	5669	5102.166666666667	1052	0	0	False	False	4723	4916	4617	5267	5669	5421
Burk376	H281DRAFT_00635	3741	6238	4755.166666666667	2497	0	0	False	False	4723	5126	3741	4282	4421	6238
Smeli	SMc05004	4617	5669	5102.166666666667	1052	0	0	False	False	4723	4916	4617	5267	5669	5421
azobra	AZOBR_RS19440	4345	4811	4560.666666666667	466	0	0	False	False	4723	4345	4592	4811	4421	4472
Burk376	H281DRAFT_01478	3741	6238	4755.166666666667	2497	0	0	False	False	4723	5126	3741	4282	4421	6238
Dyella79	N515DRAFT_2477	3670	4936	4381.333333333333	1266	0	0	False	False	4723	4283	4936	3670	4421	4255
Burk376	H281DRAFT_01470	3670	4936	4381.333333333333	1266	0	0	False	False	4723	4283	4936	3670	4421	4255
Smeli	SMa0548	3605	6139	4953.0	2534	0	0	False	False	4723	4581	6139	5001	5669	3605
BFirm	BPHYT_RS25930	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS26345	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS25740	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS26350	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
SyringaeB728a	Psyr_2308	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS25755	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS23715	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
acidovorax_3H11	Ac3H11_1894	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
azobra	AZOBR_RS33715	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
SynE	Synpcc7942_0541	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS28290	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
Korea	Ga0059261_1709	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
azobra	AZOBR_RS14770	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS07885	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
acidovorax_3H11	Ac3H11_2332	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS05555	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS07890	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS08605	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS10325	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS08660	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
Btheta	353376	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS30545	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS30110	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS01145	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
Dino	3606950	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
ANA3	7022713	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
PV4	5208023	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
PV4	5209276	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS23710	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
BFirm	BPHYT_RS24970	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
acidovorax_3H11	Ac3H11_4695	4437	5199	4795.0	762	0	0	False	False	4737	4824	5111	5199	4437	4462
BFirm	BPHYT_RS30710	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS30895	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
Btheta	351419	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS32075	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
pseudo3_N2E3	AO353_00280	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
BFirm	BPHYT_RS28970	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
Dino	3607663	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
azobra	AZOBR_RS04860	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
SynE	Synpcc7942_1955	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
WCS417	GFF1965	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
PV4	5211382	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
PV4	5209537	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
Methanococcus_JJ	MMJJ_RS02835	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
PV4	5211255	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
PS	Dsui_3015	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
Korea	Ga0059261_3500	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
WCS417	GFF3057	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
acidovorax_3H11	Ac3H11_3775	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
RalstoniaBSBF1503	RALBFv3_RS24645	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
azobra	AZOBR_RS14615	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
pseudo6_N2E2	Pf6N2E2_6043	3511	6331	4517.666666666667	2820	0	0	False	False	4737	4568	6331	3522	4437	3511
RalstoniaUW163	UW163_RS24900	3970	5615	4588.166666666667	1645	0	0	False	False	4737	4682	5615	4088	4437	3970
Korea	Ga0059261_0458	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
Korea	Ga0059261_3212	4437	5231	4827.166666666667	794	0	0	False	False	4737	4880	4750	5231	4437	4928
psRCH2	GFF339	3970	5614	4931.0	1644	0	0	False	False	4792	4681	5614	5091	5438	3970
RalstoniaGMI1000	RS_RS25705	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
Dino	3609710	4505	5226	4852.833333333333	721	0	0	False	False	4793	4875	4916	5226	4505	4802
RalstoniaGMI1000	RS_RS25595	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
acidovorax_3H11	Ac3H11_344	4505	5226	4852.833333333333	721	0	0	False	False	4793	4875	4916	5226	4505	4802
azobra	AZOBR_RS15040	4505	5226	4852.833333333333	721	0	0	False	False	4793	4875	4916	5226	4505	4802
PV4	5209785	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
RalstoniaUW163	UW163_RS00075	4505	5226	4852.833333333333	721	0	0	False	False	4793	4875	4916	5226	4505	4802
ANA3	7024355	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
ANA3	7023224	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
Cup4G11	RR42_RS12770	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
ANA3	7024411	3852	5823	4619.666666666667	1971	0	0	False	False	4793	4673	5823	4072	4505	3852
BFirm	BPHYT_RS32220	4505	5226	4852.833333333333	721	0	0	False	False	4793	4875	4916	5226	4505	4802
Putida	PP_4061	4302	6707	5199.166666666667	2405	0	0	False	False	4805	4808	5391	5182	6707	4302
Keio	16931	4581	7072	5261.666666666667	2491	0	0	False	False	4805	4855	5039	5218	7072	4581
Marino	GFF45	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
Putida	PP_5559	4302	6707	5199.166666666667	2405	0	0	False	False	4805	4808	5391	5182	6707	4302
DvH	208640	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
DvH	208292	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
Marino	GFF747	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
Marino	GFF3681	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
MR1	199631	4302	6707	5199.166666666667	2405	0	0	False	False	4805	4808	5391	5182	6707	4302
DvH	11399163	3656	6487	5141.333333333333	2831	0	0	False	False	4805	5185	3656	5535	5180	6487
psRCH2	GFF1828	4535	5570	5124.833333333333	1035	0	0	False	False	4805	4996	4535	5348	5495	5570
psRCH2	GFF2896	4535	5570	5124.833333333333	1035	0	0	False	False	4805	4996	4535	5348	5495	5570
azobra	AZOBR_RS06670	3058	7483	5158.0	4425	0	0	False	False	4817	5369	3058	5699	4522	7483
Magneto	AMB_RS01040	3871	4855	4461.166666666667	984	0	0	False	False	4817	4345	4855	3871	4522	4357
RalstoniaBSBF1503	RALBFv3_RS05155	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
RalstoniaBSBF1503	RALBFv3_RS03215	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
azobra	AZOBR_RS03070	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
azobra	AZOBR_RS20465	3935	5707	4730.5	1772	0	0	False	False	4817	4482	3935	4920	4522	5707
RalstoniaBSBF1503	RALBFv3_RS23570	3763	5115	4422.0	1352	0	0	False	False	4817	4155	5115	3763	4522	4160
Pedo557	CA265_RS14265	3763	5115	4422.0	1352	0	0	False	False	4817	4155	5115	3763	4522	4160
Ddia6719	HGI48_RS02910	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
DdiaME23	DZA65_RS22805	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
DdiaME23	DZA65_RS22810	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
Burk376	H281DRAFT_02607	3935	5707	4730.5	1772	0	0	False	False	4817	4482	3935	4920	4522	5707
Dyella79	N515DRAFT_3762	3871	4855	4461.166666666667	984	0	0	False	False	4817	4345	4855	3871	4522	4357
RalstoniaGMI1000	RS_RS21430	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
acidovorax_3H11	Ac3H11_3027	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
SyringaeB728a	Psyr_2323	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
ANA3	7025040	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
Methanococcus_JJ	MMJJ_RS02465	3536	6097	4693.5	2561	0	0	False	False	4817	4364	6097	4825	4522	3536
RalstoniaGMI1000	RS_RS01565	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
Korea	Ga0059261_0971	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
SyringaeB728a	Psyr_4474	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
RalstoniaUW163	UW163_RS08470	4237	5570	4780.333333333333	1333	0	0	False	False	4817	4996	4540	4237	4522	5570
Korea	Ga0059261_1559	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
RalstoniaPSI07	RPSI07_RS22355	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
Cola	Echvi_1341	3935	5707	4730.5	1772	0	0	False	False	4817	4482	3935	4920	4522	5707
RalstoniaGMI1000	RS_RS25815	4522	5218	4833.833333333333	696	0	0	False	False	4817	4855	5039	5218	4522	4552
Magneto	AMB_RS03335	4209	5385	4669.0	1176	0	0	False	False	4817	4322	4209	4759	4522	5385
acidovorax_3H11	Ac3H11_2315	3656	6487	5033.666666666667	2831	0	0	False	False	4817	5185	3656	5535	4522	6487
